,서비스아이디,서비스명,서비스URL,서비스요약,사이트,대표문의,소관부처명,소관조직명,기준년도,최종수정일,지원대상,지원내용,신청방법
218,44,의료급여수급권자 일반건강검진비 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=44,"국민의 건강을 위협하는 고혈압, 당뇨 등 심뇌혈관질환을 조기에 발견하여 치료할 수 있도록 건강검진 서비스를 제공하고, 만 66세이상 의료급여수급권자를 대상으로 맞춤형 건강진단 서비스를 제공합니다.",국민건강보험공단 www.nhis.or.kr,국민건강보험공단 1577-1000,보건복지부,건강증진과,2019,2019-02-20,"
일반건강검진은 의료급여수급권자 중 만 19~64세 세대주 및 만 40~64세 세대원을 지원합니다.
의료급여생애전환기검진은 의료급여수급권자 중 만 66세이상 세대주 및 세대원을 지원합니다.
","
일반건강검진은 고혈압, 당뇨 등 심뇌혈관질환을 조기 발견하여 치료 및 관리로 연계하기 위해 건강검진 서비스를 제공합니다.
의료급여생애전환기건강검진은 성별연령별 특성에 적합한 맞춤형 건강진단 서비스를 제공합니다. 
골밀도 검사 : 만 66세 여성
인지기능장애 : 만 66세 이상 2년 마다
정신건강검사(우울증) : 만 70세
생활습관평가 : 만 70세
노인신체기능검사 : 만 66, 70, 80세

","
국민건강보험공단에서 건강검진 실시 방법과 절차를 안내합니다.(의료급여 수급권자 중 해당 연령 대상자는 당연 대상입니다.)

다음과 같은 순서로 지원합니다.



1
										건강검진 실시방법/절차 등 안내
									

										국민건강보험공단에서 안내하는 건강검진기관 방문
									



2
										건강검진 실시
									

										국민건강보험공단에서 위탁수행을 실시
									



3
										결과통보
									

										건강검진기관에서 검진 결과를 통보
									

"
219,315,의료급여임신.출산진료비지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=315,임신이 확인된 의료급여 수급권자에게 임신과 출산에 필요한 의료비를 지원합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,기초의료보장과,2019,2019-02-19,"
의료급여 수급자 중 임신 중이거나 출산(유산 및 사산 포함)한 수급권자 및 출산한 1세 미만의 자녀를 지원합니다.
","
임신·출산 진료비로 60만원을 지원합니다(쌍둥이 이상 다태아일 경우 100만원).
		
임신과 출산에 관련된 진료를 편리하게 받기 어려운 분만취약지역에 계속하여 30일 이상 거주하는 경우 20만원 추가 지원됩니다.
임신·출산진료비 신청일 이전에 부담한 본인부담금은 소급 적용이 불가하며 지원기간 내 미사용한 금액은 소멸됩니다.


임신·출산 진료비 추가금 지급 대상 지역은 다음과 같습니다.
		
인천: 옹진군
강원: 평창군, 정선군, 철원군*, 화천군, 양구군*, 인제군
충북: 보은군, 괴산군
충남: 청양군
전북: 진안군, 무주군, 장수군
전남: 보성군, 장흥군, 함평군, 완도군, 진도군, 신안군
경북: 상주시, 문경시, 영천시*, 군위군, 의성군, 청송군, 영양군, 영덕군, 청도군, 봉화군, 울릉군
경남: 의령군, 남해군, 함양군, 합천군, 창녕군
			* 강원 철원군과 양구군, 경북 영천시는 2017~2018년 분만취약지 지원사업 선정지역으로 분만취약지 지정은 분만산부인과 개설 완료 해당 월(月)까지로 한함.


","
시·군·구청을 방문하여 신청합니다.

다음과 같은 순서로 지원합니다.

1 초기상담 및
		서비스 신청 
시/군/구청 또는 읍/면/동 주민센터에서 초기 상담을 받고 서비스 신청

2 대상자 통합조사
		및 확정 
수급권자의 거주지를 관할하는 해당 지자체(시/군/구청)에서 대상자를 통합조사하고 확정

3 서비스 실시 
의료기관(의료급여법 제 9조에 따른 의료급여기관)에서 서비스 제공

"
220,314,의료급여장애인보장구 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=314,의료급여수급권자에게 의료비를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,기초의료보장과,2019,2019-02-19,"
의료급여 수급권자 중에서 등록 장애인에게 지원합니다.

2020년 의료급여 사업안내 지침에 따라 급여대상 장애인 보조기기의 유형과 기준액, 내구연한을 고려하여 지원합니다.
","
장애인 보조기기 급여를 지원합니다.
","
시/군/구청 또는 읍/면/동 주민센터에 방문하여 신청합니다.

다음과 같은 순서로 진행합니다.

1 장애인보조기기 처방 
의료기관에서 장애인 보조기기 처방

2 보조기기 신청 및
		자격확정 
시/군/구청 또는 읍/면/동 주민센터에서 보조기기를 신청하고 자격 확정

3 보조기기 구입 
보조기기 제작 및 판매업자에게 보장구를 구입

4 구입비용 지급 청구 
수급자는 시/군/구청에 구입비용 지급을 청구


5 구입비용 지급 
시/군/구청에서 구입비용을 지급

6 사후점검 
시/군/구청에서 급여지급 후 3개월 경과시점에 사후 점검

"
221,140,의사상자 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=140,본인의 직무와는 상관없이 타인의 생명이나 신체 또는 재산을 구하다가 사망하거나 부상을 입은 사람을 예우하여 유족 또는 가족에게 복지 혜택을 제공합니다.,보건복지부 콜센터 http://www.129.go.kr 보건복지부 사회서비스자원과 http://www.mw.go.kr,보건복지콜센터 129,보건복지부,사회서비스자원과,2019,2019-02-19,"
보상금은 의상자 및 의사자 유족에게 지급합니다.
		
의상자의 경우 본인에게, 의사자 유족의 경우에는 그 배우자, 자녀, 부모, 조부모 또는 형제자매 순으로 지급


의료급여는 의사자 유족 및 1~6급 의상자에게 지급합니다.
교육지원은 의사자의 자녀 및 1~6급 의상자와 그 자녀에게 지원합니다.
장제지원은 의사자의 장제를 행한 자에게 지원합니다.
","
2020년도 의사자 보상금은 221,728천원입니다.
2020년도 의상자 보상금은 1~9급별로 보상금의 5%~100%입니다.
		
의사상행위 발생년도 기준으로 보상금 지급


의료급여는 의료급여법이 정하는 의료급여로 지원합니다.
교육지원은 교육급여 실시 내용과 동일하게 지원합니다.
취업지원 신청을 받은 시/군/구는 신청자의 연령, 학력, 자격 및 부상 정도를 고려하여 직업훈련시설에 훈련을 위탁하거나 공공기관 또는 적절한 직장에 취업할 수 있도록 지원합니다.
장제지원은 장제급여 실시 내용과 동일하게 지원합니다.
		* 보상금 지급·의료급여·교육보호·취업보호 및 장제보호는 의사상자 인정결정을 통보받은 날부터 3년 이내 신청
","
시/군/구를 방문하여 신청합니다.

다음과 같은 순서로 지원합니다.

1 초기상담 및
		서비스 신청 
시/군/구청에서 초기상담을 하고 서비스 신청

2 사실조사 및 심사 
시/도, 시/군/구청에서 사실을 조사하고 심사

3 서비스 결정 
보건복지부(의사상자심사위원회)에서 서비스를 결정

4 서비스 제공 
시/도, 시/군/구청에서 서비스를 제공

"
222,16488,이동통신요금감면,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16488,사회적 취약계층을 대상으로 가계통신비 부담완화를 위해 통신요금을 감면,,미래창조과학부 민원상담센터 1335,과학기술정보통신부,통신경쟁정책과,2019,2019-03-22,"
기초생활수급자, 차상위계층, 기초연금수급자, 장애인, 국가유공자, 단체 및 시설을 지원합니다.
기초생활수급자 : 「국민기초생활보장법」에 따라 국가로부터 지원을 받는 기초생활수급자
		- 생계, 의료, 주거, 교육급여 수급자
차상위계층
		
「국민기초생활보장법」에 따라 소득 인정액이 기준 중위소득의 50% 이하이며, 아래 법률에 따라 지원을 받는 사람 및 그 가구원
「국민기초생활보장법」에 따른 자활에 필요한 사업에 참가하는 사람
「국민건강보험법 시행령」에 따른 희귀난치성질환자 등으로서 본인부담액을 경감 받는 사람
「장애인복지법」에 따른 장애수당을 지급받는 사람과 장애아동수당을 지급받는 사람
「한부모가족지원법」에 따른 지원대상자(이 경우 소득인정액이 기준 중위소득의 100분의 52% 이하인 사람 포함)
「장애인연금법」에 따라 장애인연금을 지급받는 사람
「사회보장기본법」제37조제2항에 따라 구축·운영 중인 시스템을 통해 차상위계층에 해당함이 확인되는 사람(차상위 계층 확인서 발급 대상자)
			※ 가구당 4인(소득인정액 조사에 포함된 가구원으로 만6세 이하는 제외)까지 감면 가능


기초연금수급자 : 「기초연금법」 제2조제3호에 따른 기초연금 수급자
장애인 : 「장애인복지법」에 의한 장애인
국가유공자 : 감면대상 보훈대상 코드가 전상군경(21), 공상군경(23), 4.19혁명 상이자(51), 공상 공무원(61), 국가사회발전특별공로상이자(71), 6.18 자유 상이자(81), 5.18부상자(85)
단체 및 시설
		
「장애인복지법」에 의한 장애인 복지시설 및 장애인 복지단체
「초/중등교육법」에 따른 특수학교
「아동복지법」에 따른 아동복지시설
「국가유공자 등 단체설립에 관한 법률」에 따른 단체
			- 대한민국상이군경회, 4.19 민주혁명회


","
기초수급자
		
생계. 의료 급여 수급자 : 기본감면 28,000원 및 통화료 50%감면(월 최대 33,500원 감면)
주거. 교육 급여 수급자 : 기본감면 11,000원 및 통화료 35% 감면(월 최대 21,500원 감면)


장애인/국가유공자/단체
		
기본료, 국내 음성/데이터 통화료 35% 감면


차상위계층
		
기본감면 11,000원 및 통화료 35% 감면(월최대 21,500원 감면)


기초연금수급자
		
기본료 및 통화료 50% 감면(월 최대 11,000원 감면)


","
통신사업자를 방문하거나 전화, 인터넷(민원24시) 등으로 신청합니다.

다음과 같은 순서로 지원합니다.

1 초기상담 및
		서비스 신청 
통신사업자(신분증을 지참하고 가까운 통신사 대리점 방문)에서 신청
		* 단, 장애인의 경우는
		인터넷 신청가능

		(회원가입→생활요금 감면→이동통신료,유선전화등감면→선택민원 신청하기)

2 사실조사 및 심사 
통신사업자에서 사실을 조사하고 심사

3 서비스 결정 
통신사업자에서 서비스를 결정

4 서비스 제공 
통신사업자에서 서비스를 제공

"
223,68,이주배경 청소년 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=68,다문화가족의 청소년과 국내로 이주해 온 청소년들이 우리 사회에 잘 적응할 수 있도록 상담과 진로지원 프로그램 등을 실시합니다.,이주배경청소년지원센터 www.rainbowyouth.or.kr 레인보우스쿨 www.rainbowyouth.or.kr,이주배경청소년지원센터 02-733-7587,여성가족부,학교밖청소년지원과,2018,2018-02-19,"
다문화가족의 청소년, 탈북 청소년, 중도입국 청소년(부모의 국제결혼이나 재혼 등으로 입국한 청소년 등)에게 지원합니다.
","
운영 중인 프로그램은 무료로 제공되며 다음과 같습니다.
		* 단, 상시 운영 프로그램 참가자의 경우 식비 등 수익자가 부담할 수 있음
		
이주배경청소년 초기적응 지원 : 레인보우스쿨 운영(전국 23개소, 전일제·시간제 등)
이주배경청소년 진로 지원 : 무지개 Job아라, 내-일을 잡아라
탈북청소년 적응 및 자립 지원 : 비교문화체험학습(연 4회, 1박 2일), 동기야 놀자(격월, 총 6회)
다문화 사회에 대한 인식 개선 프로그램 운영 : 다문화 감수성 증진 프로그램(다가감, 350차시)


","
이주배경청소년지원센터를 방문하거나 전화 또는 인터넷으로 신청합니다.

다음과 같은 순서로 지원합니다

1 초기상담 및
		서비스 신청 
이주배경청소년지원센터에서 초기 상담을 받은 후 서비스 신청

2 사실조사 및 심사 
이주배경청소년지원센터에서 사실을 조사하고 심사를 진행

3 서비스 결정 
이주배경청소년지원센터에서 서비스 결정

4 서비스 제공 
이주배경청소년지원센터에서 서비스 제공

"
224,199,인문100년장학금,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=199,인문 사회 분야 우수인재가 학업에 전념할 수 있는 환경을 조성하여 학문 후속세대로 성장할 수 있도록 지원합니다.,한국장학재단 상담센터 http://www.kosaf.go.kr/,한국장학재단 상담센터 1599-2290,교육부,대학재정장학과,2019,2019-02-18,"
국내 4년제 대학의 인문사회계열 학과(부) 우수 학생을 지원합니다.

신규장학생(전공탐색유형 및 전공확립유형) 대학별 인원배정에 따라 선정합니다.
		*(학생)신청서 제출 → (대학)대학신청서 제출 → (재단)대학별 인원배정 → (대학)장학생 선발(자체선발기준 적용)
계속장학생은 평균평점(3.50이상/4.5만점, 3.30이상/4.3만점) 및 최소이수학점(12학점이상)을 기준으로 선정합니다.
		 
		 

		 

","
연간 2회로 나누어 소속대학으로 장학금을 지급합니다.
장학생 선정 후 매 학기별로 등록금(입학금과 수업료로 명시된 항목만 지원) 전액을 지원합니다.
생활비는 학기당 200만원을 지원합니다(Ⅰ유형에 한함).
기초생활수급자 추가지원은 학기당 생활비 200만원을 지원합니다.
		
지원자격 : 본인 명의 수급자 증명서 발급 가능자


","
한국장학재단 홈페이지(www.kosaf.go.kr)에서 장학금을 신청합니다.

다음과 같은 순서로 지원합니다.

1 장학금 신청 
한국장학재단에 인터넷으로 신청

2 자격심사 후
		지원대상선정 
한국장학재단에서 자격심사 후에 지원대상을 선정

3 장학금 지급 
장학생으로 결정되면 한국장학재단에서 장학금을 지급

"
225,192,일반 상환 학자금대출,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=192,개인 사정에 따라서 거치기간과 상환기간을 합리적으로 조절하여 상환할 수 있는 학자금 대출제도를 운영합니다.,한국장학재단 고객센터 www.kosaf.go.kr,한국장학재단 장학서비스센터 1599-2000,교육부,대학재정장학과,2019,2019-02-18,"
학자금 지원 구간에 관계없이 학부생 및 대학원생은 일반 상환 학자금대출 이용이 가능합니다.

대출 신청일 현재 만 55세 이하*인 사람을 지원합니다.
		* 단, 만 55세 이전에 대학(원)에 입학하여 중단 없이 학업을 지속하는 경우 만 59세까지 일반 상환 학자금대출 가능(만 55세에 대출을 신청하고 만 56세에 해당 학기에 입학하여 학업을 지속하는 자 포함)하나, 해당 학위과정을 마친 이후에는 대출 불가
직전학기 성적 70/100점(C학점) 이상이어야 합니다.
		* 단, 신입생군, 장애인의 경우 성적 기준 적용 제외
직전학기 소속 대학 최소이수학점 또는 12학점 이상 이수하여야 합니다.
		* 단, 신입생군, 장애인, 대학원생, 졸업학년 학부생인 경우 이수학점 기준 적용 제외
지원대상은 한국장학재단이 정하는 기본적 신용요건*을 충족하며, 대출제한 대상자가 아니어야 합니다.
		* 재단 학자금 대출 연체 및 부실채권 보유자, 한국신용정보원 신용도 판단정보(신용유의자), 공공정보 보유자(개인회생, 파산 등) 등은 대출 제한
","
등록금 소요액 전액(한도 있음)을 대출할 수 있습니다.
		※ 대출 금액 총 한도
		
대학(전문대포함): 4천만원
5·6년제 대학 및 일반·특수대학원: 6천만원
의·치·한의계열 대학(원) 및 전문대학원: 9천만원


생활비는 학기당 최대 150만원(생활비 한도 내에서 4회까지 분할대출 허용)까지 대출 가능합니다.
대출금리는 2.0%(고정금리, 2020년도 1학기)입니다.
대출 기간은 최장 20년(거치기간 10년 + 상환기간 10년) 이내에서 선택합니다.
","
한국장학재단 홈페이지(www.kosaf.go.kr)에서 서비스를 신청합니다.

다음과 같이 진행합니다.

1 학자금 신청 
한국장학재단 홈페이지에서 학자금을 신청

2 자격심사 후
		지원대상 선정 
한국장학재단에서 자격을 심사하고 지원 대상자를 선정

3 학자금 대출 
한국장학재단에서 학자금을 대출

"
226,338,일반형 일자리 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=338,미취업 장애인의 사회참여를 확대시키고 소득을 보장하기 위하여 공공형 일자리를 제공합니다.,보건복지부 http://www.mohw.go.kr 일자리사업통합정보시스템(일모아) http://www.ilmoa.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,장애인자립기반과,2019,2019-07-01,"
만 18세이상 장애인복지법상 등록장애인을 지원합니다.

지방자치단체 여건에 맞는 기준을 고려하여 우선 선발합니다.
		
1순위 : 최근 3년간(2017년~2019년) 참여 이력이 없는 중증 장애인
2순위 : 최근 3년간(2017년~2019년) 참여 이력이 없는 중증 장애인, 최근 3년간(2017년~2019년) 참여 이력이 없는 경증 장애인
3순위: 여성가장, 기초생활수급권자, 차상위계층
			※ 참여 이력은 장애인일자리사업 모든 유형 및 타 지역 참여 경험을 포함



국민건강보험 직장가입자(피부양자는 제외)는 제외합니다.
		단, 신청 당시 직장가입자 중 근로종료일이 장애인일자리사업 시작 전일 경우 신청 가능합니다.
사업자등록증이 있는 자는 제외합니다.
		단, 소득이 없는 사업자와 연소득이 5,611,200원 이하인 사업자는 증명서 제출자에 한해 신청 가능합니다.
정부부처 및 지자체에서 추진 중인 타 재정지원 일자리사업 참여자는 제외합니다.
		단, 일반형일자리(시간제), 복지일자리, 특화형일자리는 일부 조건에 따라 신청 가능합니다.
장애인일자리사업에 2년 이상 연속으로 참여한 대상자는 제외합니다.
		단, 반복참여 제한 예외 대상자는 신청 가능합니다.(사업안내 참고)
장기요양등급판정을 받은 자는 제외합니다.
최근 1년 이내 장애인일자리사업 참여 중단 조치를 받은 자는 제외합니다.
		 
","
일반형 일자리의 전일제 월급은 1,795,350원, 시간제 월급은 897,660원입니다.
복지일자리는 481,040원을 월급으로 지급합니다.
시각장애인안마사 파견의 경우 1,145,700원을 월급으로 지급합니다.
발달자애인요양보호사보조의 경우 1,125,290원을 월급으로 지급합니다.
","
시/군/구 민간위탁기관을 방문하여 신청합니다.

다음과 같은 순서로 지원합니다.

1 초기상담 및
		서비스 신청 
시/군/구 민간위탁기관을 방문하여 초기 상담을 받고 서비스 신청

2 일자리 수행
		여부 조사 
시/군/구 민간위탁기관에서 일자리 수행 여부를 조사

3 지급여부결정
		및 통보 
시/군/구 민간위탁기관에서 지급여부를 결정하고 통보

4 일자리 신청자 
시/군/구 민간위탁기관에서 일자리를 제공

"
227,153,일본군'위안부' 피해자 생활안정지원사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=153,"일본군 위안부 피해자에게 안정된 생활을 제공하고,진상을 규명하여 명예를 회복할 수 있도록 기념사업을 추진합니다.",여성가족부 http://www.mogef.go.kr/index.jsp,여성가족부 대표전화 02-2100-6000,여성가족부,권익정책과,2019,2019-05-08,,"
일본군 '위안부' 피해자에게 생활안정지원금 및 간병비를 지급합니다.
		
생활안정지원금 지원: 월 147만 4,000원 정액급여 지급
간병비 지원
			- 병원간경비: 종일 8만2,000원, 시간제 12시간 5만9,000원
			- 병원 간병비 특수단가(사지마비, 보행불가, 응급실, 폐쇄병동 등): 종일 9만3,000원, 시간제 12시간 7만원
			- 가정간병비: 종일 8만8,000원, 시간제 12시간 6만5,000원
특별지원금 지원: 생활안정지원 대상자 결정·등록 시 4,300만원 일시금 지급


일본군'위안부' 피해자 건강치료 및 맞춤형 지원을 합니다.
		
건강치료비 지원: 1인당 월 평균 86원 지급
호스피스·완화 의료 및 장기요양 입원·치료비 지원 : 1인당 월 평균 660만원, 6개월까지 지원
맞춤형 지원 : 낙상 등 예방 위한 환경개선, 활동 보조기구 등 일상 필요 물품 등 지원
장례비 지원 : 1인당 500만원 내외 실비 지원


기타 지원사업은 다음과 같습니다.
		
보호시설 운영비 등 지원: 총 3,000만원
피해자 법률상담 등 지원: 총 1,000만원


","
주민센터 혹은 재외공관을 방문하여 신청합니다.

다음과 같은 순서로 지원합니다.

1 초기상담 및
		서비스 신청 
주민센터 혹은 재외공관에서 초기상담을 하고 서비스 신청

2 사실조사 및 심사 
여성가족부에서 사실을 조사하고 심사

3 서비스 결정 
여성가족부에서 서비스를 결정

4 서비스 제공 
시/도 및 시/군/구 혹은 재외공관에서 서비스를 제공

"
228,45,입양가정위탁아동 심리치료 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=45,입양가정에 위탁해서 자라고 있는 아동이 심리적으로 건강하게 성장할 수 있도록 지원합니다.,가정위탁지원센터 http://www.fostercare.or.kr/,가정위탁지원센터 1577-1406,보건복지부,아동권리과,2019,2019-04-29,"
국내입양, 가정위탁아동 중 과잉행동장애(ADHD), 정서불안장애 등으로 인해 상담, 치료가 필요한 아동에게 지원합니다.
		※ 만 18세 이상이더라도 고등학교 재학 중인 입양·위탁아동과 가정위탁 연장보호아동도 포함

추천 당신 공공·민간 등 외부로부터 치료비 지원을 받지 않는 아동(중복지원제외)
과거 심리치료 경험이 있다 하더라도 그 기간이 충분하지 않아 문제해결이 되지 않은 아동
과거에 치료를 받았다 하더라도 이전과 다른 문제가 발생된 아동
","
치료 대상 아동의 증상에 따라 필요한 프로그램을 선별 또는 혼합하여 지원하고 놀이치료, 미술치료, 음악치료, 집단치료, 인지치료, 언어치료, 기타 아동의 심리 정서 회복을 위한 치료 비용을 지급합니다.
심리검사비는 1회 20만 원 지급합니다.
심리정서치료비 및 위탁부모 양육상담비는 위탁아동 및 위탁부모 각 월 20만 원 이내 및 상담·치료횟수는 월 4회 이상(1회당 50분 내외 원칙) 지급합니다.
아동 및 보호자 교통비는 월 2만 원 이내(지역적 상황으로 택시를 이용해야 하는 경우 월 4만 원 이내) 지급합니다.
","
가정위탁지원센터를 방문하여 신청합니다.

다음과 같은 순서로 지원합니다.

1 초기상담 및
		서비스 신청 
가정위탁지원센터에서 초기 상담을 받고 서비스 신청

2 사실조사 및 심사 
시/도(시/군/구 위임 가능)에서 사실을 조사하고 심사를 진행

3 서비스 결정 
시/도(시/군/구 위임 가능)에서 서비스 결정

4 서비스 제공 
심리치료기관에서 서비스 제공

"
229,297,입양비용지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=297,아동 입양을 원하는 가정에 입양비용을 지원하여 국내 입양문화의 활성화를 도모합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,아동복지정책과,2019,2019-02-25,"

									입양특례법상 허가를 받은 입양기관에 의해 요건과 절차를 갖춰 국내 입양한 가정을 지원합니다. 
								

입양절차비용은 입양기관을 통하여 아동을 입양한 국내 입양가정에 지원합니다.
입양철회비용은 입양기관에 아동을 입양 의뢰하였지만 입양을 철회한 가정에 지원합니다.
","

                                	입양절차비용은 다음과 같이 지원합니다. 
									
입양절차에 소요되는 인건비, 아동 양육비(위탁모 비용 포함), 입양절차에 소요되는 비용, 입양기관의 운영비 및 홍보비, 사후 관리비 등 입양알선에 실제로 드는 비용에 대해 복지부 허가기관 270만원, 지자체 허가기관 100만원을 정액 지원
※ 입양기관은 입양부모에게 일체의 입양수수료를 받을 수 없으며, 후원금 등을 강요할 수 없음



                                	입양철회비용은 다음과 같이 지원합니다. 
									
아동 입양에서부터 철회까지 아동을 보호하는 동안 소요된 비용 지원
철회비용 산정기준
											
- 아동보호기간 2주 미만: 15만원
- 아동보호기간 2주 이상~4주 미만: 30만원
- 아동보호기간 4주 이상~6주 미만: 45만원
- 아동보호기간 6주 이상~8주 미만: 60만원
- 아동보호기간 8주 이상~ : 73만원




","
입양기관이 지역 시/군/구청에 방문하여 신청합니다.

다음과 같은 순서로 지원합니다.



1
                                        초기상담 및 서비스 신청
                                    

                                        시/군/구청에서 초기상담을 받고 서비스 신청
                                    



2
                                        대상자 통합조사및 확정
                                    

                                        시/군/구청에서 대상자에 대하여 통합하여 조사 및 확정
                                    



3
                                        서비스 지원
                                    

                                        대상자에게 서비스를 지원
                                    

"
230,46,입양숙려기간 모자지원 사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=46,미혼 또는 이혼 한부모가 출산 전후 정서적으로 불안정한 상태로 입양에 동의하는 것을 방지하고 입양과 양육에 대하여 충분히 고려할 기회를 제공합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,아동복지정책과,2018,2018-03-06,"

							지원기간 동안 입양에 동의한 사실이 없는 출산 예정 또는 출산한 미혼/이혼 한부모를 지원합니다.
						


							혼인관계에 있지 않은 출산(예정)일 전 40일 또는 출산 후 7일 이내의 혼인관계증명서 상 혼인관계에 있지 않은 자를 지원합니다. 
						
","

							아래의 서비스 이용비용을 지원합니다. 
							
가정 내 산후지원인력의 가정방문서비스 1주일 지원(아동 생필품비 포함): 50만원
가정 내에서 가족 또는 친구 등 지인의 도움을 받기 원할 경우 1주일 지원: 35만원
미혼모자가족시설 입소 시, 산후지원인력 인건비 1주일 지원: 40만원  
1주 산후조리원 이용료 지원(아동 생필품비 및 생모 식료품비 등 포함): 최대 70만원※ 1주 이용료가 70만원 미만일 경우, 실비 지원


","
관할 시/군/구청을 방문해서 신청합니다.
미혼모자가족복지시설 입소 신청자는 시설주소지 관할 시/군/구청에 신청합니다. 

다음과 같은 순서로 지원합니다.



1
								초기상담 및서비스 신청
							

								관할 시/군/구청에서 초기 상담을 받고 서비스 신청
							



2
								사실조사 및 심사
							

								관할 시/군/구청에서 사실을 조사하고 심사
							



3
								서비스 결정
							

								관할 시/군/구청에서 서비스를 결정
							



4
								서비스 제공
							

								관할 시/군/구청에서 서비스를 제공
							

"
231,299,입양아동 양육수당 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=299,입양아동 양육수당을 지원하여 입양가정의 경제적 부담을 완화하며 국내입양 활성화 및 아동의 건전한 육성을 도모합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,아동복지정책과,2018,2018-03-06,"
입양특례법상 허가를 받은 입양기관을 통해서 법에서 정한 요건과 절차를 갖추어 국내에 입양한 가정에 지원합니다.

입양특례법의 요건과 절차를 갖추어 입양한 입양아동이 만 17세가 될 때까지 지원합니다.
		
만 17세가 될 때까지 지원하고, 중지일(생일)이 속하는 달의 급여는 전액 지급
장애아동 양육보조금과 동시 지급 가능


민법에 의한 입양아동 및 해외이주 신고로 주민등록이 말소된 자는 지원대상에서 제외됩니다.
","
월 15만원의 양육수당을 지급합니다.
","
시/군/구청에 방문하여 신청합니다.

다음과 같은 순서로 지원합니다.

1 초기상담 및
		서비스 신청 
시/군/구청에서 초기상담을 받은 후 서비스 신청

2 대상자 통합조사
		및 확정 
시/군/구청에서 대상자를 통합하여 조사하고 확정

3 서비스 지원 
대상자에게 서비스를 지원

"
